0.00000 	0.50000 	0.00000 
0.83333 	0.16667 	0.00000 
0.83333 	0.66667 	0.00000 
0.66667 	0.33333 	0.00000 
0.66667 	0.83333 	0.00000 
0.50000 	0.00000 	0.00000 
0.50000 	0.50000 	0.00000 
0.33333 	0.16667 	0.00000 
0.33333 	0.66667 	0.00000 
0.16667 	0.33333 	0.00000 
0.16667 	0.83333 	0.00000 
0.83333 	0.33333 	0.05000 
0.66667 	0.50000 	0.05000 
0.50000 	0.16667 	0.05000 
0.50000 	0.66667 	0.05000 
0.33333 	0.83333 	0.05000 
0.16667 	0.50000 	0.05000 
0.83333 	0.50000 	0.10000 
0.66667 	0.16667 	0.10000 
0.50000 	0.33333 	0.10000 
0.50000 	0.83333 	0.10000 
0.33333 	0.50000 	0.10000 
0.16667 	0.66667 	0.10000 
0.00000 	0.50000 	0.15000 
0.83333 	0.16667 	0.15000 
0.83333 	0.66667 	0.15000 
0.66667 	0.33333 	0.15000 
0.66667 	0.83333 	0.15000 
0.50000 	0.00000 	0.15000 
0.50000 	0.50000 	0.15000 
0.33333 	0.16667 	0.15000 
0.33333 	0.66667 	0.15000 
0.16667 	0.33333 	0.15000 
0.16667 	0.83333 	0.15000 
0.00000 	0.33333 	0.20000 
0.00000 	0.83333 	0.20000 
0.83333 	0.00000 	0.20000 
0.83333 	0.50000 	0.20000 
0.66667 	0.16667 	0.20000 
0.66667 	0.66667 	0.20000 
0.50000 	0.33333 	0.20000 
0.50000 	0.83333 	0.20000 
0.33333 	0.00000 	0.20000 
0.33333 	0.50000 	0.20000 
0.16667 	0.16667 	0.20000 
0.16667 	0.66667 	0.20000 
0.00000 	0.00000 	0.25000 
0.00000 	0.50000 	0.25000 
0.83333 	0.16667 	0.25000 
0.83333 	0.66667 	0.25000 
0.66667 	0.33333 	0.25000 
0.66667 	0.83333 	0.25000 
0.50000 	0.50000 	0.25000 
0.33333 	0.16667 	0.25000 
0.33333 	0.66667 	0.25000 
0.16667 	0.33333 	0.25000 
0.16667 	0.83333 	0.25000 
0.00000 	0.33333 	0.30000 
0.00000 	0.83333 	0.30000 
0.83333 	0.50000 	0.30000 
0.66667 	0.66667 	0.30000 
0.33333 	0.50000 	0.30000 
0.16667 	0.16667 	0.30000 
0.00000 	0.16667 	0.35000 
0.00000 	0.66667 	0.35000 
0.83333 	0.83333 	0.35000 
0.66667 	0.50000 	0.35000 
0.33333 	0.33333 	0.35000 
0.16667 	0.50000 	0.35000 
0.00000 	0.00000 	0.40000 
0.00000 	0.50000 	0.40000 
0.83333 	0.16667 	0.40000 
0.83333 	0.66667 	0.40000 
0.66667 	0.33333 	0.40000 
0.66667 	0.83333 	0.40000 
0.50000 	0.50000 	0.40000 
0.33333 	0.16667 	0.40000 
0.33333 	0.66667 	0.40000 
0.16667 	0.33333 	0.40000 
0.16667 	0.83333 	0.40000 
0.00000 	0.16667 	0.45000 
0.00000 	0.66667 	0.45000 
0.83333 	0.33333 	0.45000 
0.83333 	0.83333 	0.45000 
0.66667 	0.00000 	0.45000 
0.66667 	0.50000 	0.45000 
0.50000 	0.16667 	0.45000 
0.50000 	0.66667 	0.45000 
0.33333 	0.33333 	0.45000 
0.33333 	0.83333 	0.45000 
0.16667 	0.00000 	0.45000 
0.16667 	0.50000 	0.45000 
0.00000 	0.00000 	0.50000 
0.83333 	0.16667 	0.50000 
0.83333 	0.66667 	0.50000 
0.66667 	0.33333 	0.50000 
0.66667 	0.83333 	0.50000 
0.50000 	0.00000 	0.50000 
0.50000 	0.50000 	0.50000 
0.33333 	0.16667 	0.50000 
0.33333 	0.66667 	0.50000 
0.16667 	0.33333 	0.50000 
0.16667 	0.83333 	0.50000 
0.83333 	0.83333 	0.55000 
0.66667 	0.00000 	0.55000 
0.50000 	0.16667 	0.55000 
0.50000 	0.66667 	0.55000 
0.33333 	0.33333 	0.55000 
0.16667 	0.00000 	0.55000 
0.83333 	0.00000 	0.60000 
0.66667 	0.66667 	0.60000 
0.50000 	0.33333 	0.60000 
0.50000 	0.83333 	0.60000 
0.33333 	0.00000 	0.60000 
0.16667 	0.16667 	0.60000 
0.00000 	0.00000 	0.65000 
